"","variable_name","use_nm","use_tn","variable_label","short_name","group_name","field_type","minimum_possible_value","maximum_possible_value","is_subgroup_variable","is_potential_outcome_variable","is_categorical_variable","is_ordinal_outcome","time_invariant","is_foreign_key","foreign_key_table","is_date","chart_label","definition"
"300","readng_dat_p0",0,1,"Grade-level reading/language arts, date taken, current year","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Reading & Language Arts exam, academic year of intervention start.","Grade-level reading/lang. arts exam, current year: Date of administration (of first valid exam)."
"301","readng_dat_p0",1,0,"Grade-level reading, date taken, current year","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Reading exam, academic year of intervention start.","Grade-level reading exam, current year: Date of administration (of first valid exam)."
"302","readng_dat_p1",0,1,"Grade-level reading/language arts, date taken, one year later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Reading & Language Arts exam, year 1 after intervention start.","Grade-level reading/lang. arts exam, one year later: Date of administration (of first valid exam)."
"303","readng_dat_p1",1,0,"Grade-level reading, date taken, one year later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Reading exam, year 1 after intervention start.","Grade-level reading exam, one year later: Date of administration (of first valid exam)."
"304","readng_dat_p2",0,1,"Grade-level reading/language arts, date taken, two years later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Reading & Language Arts exam, year 2 after intervention start.","Grade-level reading/lang. arts exam, two years later: Date of administration (of first valid exam)."
"305","readng_dat_p2",1,0,"Grade-level reading, date taken, two years later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of grade-level Reading exam, year 2 after intervention start.","Grade-level reading exam, two years later: Date of administration (of first valid exam)."
"306","readng_lan_m1",1,0,"Grade-level reading, exam language, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"307","readng_lan_m1",0,1,"Grade-level reading/language arts, exam language, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"308","readng_lan_m2",0,1,"Grade-level reading/language arts, exam language, two years prior","","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"309","readng_lan_m2",1,0,"Grade-level reading, exam language, two years prior","","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"310","readng_lan_p0",0,1,"Grade-level reading/language arts, exam language, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Reading & Language Arts exam, academic year of intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level reading/lang. arts exam, current year: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"311","readng_lan_p0",1,0,"Grade-level reading, exam language, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Reading exam, academic year of intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level reading exam, current year: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"312","readng_lan_p1",0,1,"Grade-level reading/language arts, exam language, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Reading & Language Arts exam, year 1 after intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level reading/lang. arts exam, one year later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"313","readng_lan_p1",1,0,"Grade-level reading, exam language, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Reading exam, year 1 after intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level reading exam, one year later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"314","readng_lan_p2",1,0,"Grade-level reading, exam language, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Reading exam, year 2 after intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level reading exam, two years later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"315","readng_lan_p2",0,1,"Grade-level reading/language arts, exam language, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of grade-level Reading & Language Arts exam, year 2 after intervention start. 5 = English; 6 = Spanish; 8 = other.","Grade-level reading/lang. arts exam, two years later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"316","readng_nam_m1",0,1,"Grade-level reading/language arts, test name, one year prior","","","str",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"317","readng_nam_m1",1,0,"Grade-level reading, test name, one year prior","","","str",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"318","readng_nam_m2",1,0,"Grade-level reading, test name, two years prior","","Reading","str",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"319","readng_nam_m2",0,1,"Grade-level reading/language arts, test name, two years prior","","Reading","str",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"320","readng_nam_p0",0,1,"Grade-level reading/language arts, test name, current year","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Reading & Language Arts exam, academic year of intervention start.","Grade-level reading/lang. arts exam, current year: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"321","readng_nam_p0",1,0,"Grade-level reading, test name, current year","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Reading exam, academic year of intervention start.","Grade-level reading exam, current year: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"322","readng_nam_p1",1,0,"Grade-level reading, test name, one year later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Reading exam, year 1 after intervention start.","Grade-level reading exam, one year later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"323","readng_nam_p1",0,1,"Grade-level reading/language arts, test name, one year later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Reading & Language Arts exam, year 1 after intervention start.","Grade-level reading/lang. arts exam, one year later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"324","readng_nam_p2",1,0,"Grade-level reading, test name, two years later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Reading exam, year 2 after intervention start.","Grade-level reading exam, two years later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"325","readng_nam_p2",0,1,"Grade-level reading/language arts, test name, two years later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of grade-level Reading & Language Arts exam, year 2 after intervention start.","Grade-level reading/lang. arts exam, two years later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"326","readng_pr2_m1",1,0,"Grade-level reading, regular exam, proficient indicator (y/n), one year prior","Proficient, prior year","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"327","readng_pr2_m1",0,1,"Grade-level reading/language arts, regular exam, proficient indicator (y/n), one year prior","Proficient, prior year","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"328","readng_pr2_m2",1,0,"Grade-level reading, regular exam, proficient indicator (y/n), two years prior","Proficient, -2 years","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"329","readng_pr2_m2",0,1,"Grade-level reading/language arts, regular exam, proficient indicator (y/n), two years prior","Proficient, -2 years","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"330","readng_pr2_p0",0,1,"Grade-level reading/language arts, regular exam, proficient indicator (y/n), current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Reading & Language Arts exam, academic year of intervention start.","Grade-level reading/lang. arts exam, current year: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"331","readng_pr2_p0",1,0,"Grade-level reading, regular exam, proficient indicator (y/n), current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Reading exam, academic year of intervention start.","Grade-level reading exam, current year: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"332","readng_pr2_p1",0,1,"Grade-level reading/language arts, regular exam, proficient indicator (y/n), one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Reading & Language Arts exam, year 1 after intervention start.","Grade-level reading/lang. arts exam, one year later: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"333","readng_pr2_p1",1,0,"Grade-level reading, regular exam, proficient indicator (y/n), one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Reading exam, year 1 after intervention start.","Grade-level reading exam, one year later: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"334","readng_pr2_p2",1,0,"Grade-level reading, regular exam, proficient indicator (y/n), two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Reading exam, year 2 after intervention start.","Grade-level reading exam, two years later: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"335","readng_pr2_p2",0,1,"Grade-level reading/language arts, regular exam, proficient indicator (y/n), two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of grade-level Reading & Language Arts exam, year 2 after intervention start.","Grade-level reading/lang. arts exam, two years later: Proficient indicator (y/n) for by the student (on first valid exam), if regular exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"336","readng_prf_m1",0,1,"Grade-level reading/language arts, regular exam, proficiency level, one year prior","Profic. level, prior year","Reading","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"337","readng_prf_m1",1,0,"Grade-level reading, regular exam, proficiency level, one year prior","Profic. level, prior year","Reading","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"338","readng_prf_m2",1,0,"Grade-level reading, regular exam, proficiency level, two years prior","Profic. level, -2 years","Reading","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"339","readng_prf_m2",0,1,"Grade-level reading/language arts, regular exam, proficiency level, two years prior","Profic. level, -2 years","Reading","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"340","readng_prf_p0",0,1,"Grade-level reading/language arts, regular exam, proficiency level, current year","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, current year: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"341","readng_prf_p0",1,0,"Grade-level reading, regular exam, proficiency level, current year","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, current year: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"342","readng_prf_p1",1,0,"Grade-level reading, regular exam, proficiency level, one year later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, one year later: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"343","readng_prf_p1",0,1,"Grade-level reading/language arts, regular exam, proficiency level, one year later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year later: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"344","readng_prf_p2",1,0,"Grade-level reading, regular exam, proficiency level, two years later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, two years later: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"345","readng_prf_p2",0,1,"Grade-level reading/language arts, regular exam, proficiency level, two years later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years later: Proficiency level achieved by the student (on first valid exam), if regular exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"346","readng_scr_m1",1,0,"Grade-level reading, regular exam, scale score, one year prior","Score, prior year","Reading","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Scale score earned by the student (on first valid exam), if regular exam."
"347","readng_scr_m1",0,1,"Grade-level reading/language arts, regular exam, scale score, one year prior","Score, prior year","Reading","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Scale score earned by the student (on first valid exam), if regular exam."
"348","readng_scr_m2",0,1,"Grade-level reading/language arts, regular exam, scale score, two years prior","Score, -2 years","Reading","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Scale score earned by the student (on first valid exam), if regular exam."
"349","readng_scr_m2",1,0,"Grade-level reading, regular exam, scale score, two years prior","Score, -2 years","Reading","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Scale score earned by the student (on first valid exam), if regular exam."
"350","readng_scr_p0",1,0,"Grade-level reading, regular exam, scale score, current year","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Reading exam, academic year of intervention start.","Grade-level reading exam, current year: Scale score earned by the student (on first valid exam), if regular exam."
"351","readng_scr_p0",0,1,"Grade-level reading/language arts, regular exam, scale score, current year","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Reading & Language Arts exam, academic year of intervention start.","Grade-level reading/lang. arts exam, current year: Scale score earned by the student (on first valid exam), if regular exam."
"352","readng_scr_p1",1,0,"Grade-level reading, regular exam, scale score, one year later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Reading exam, year 1 after intervention start.","Grade-level reading exam, one year later: Scale score earned by the student (on first valid exam), if regular exam."
"353","readng_scr_p1",0,1,"Grade-level reading/language arts, regular exam, scale score, one year later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Reading & Language Arts exam, year 1 after intervention start.","Grade-level reading/lang. arts exam, one year later: Scale score earned by the student (on first valid exam), if regular exam."
"354","readng_scr_p2",0,1,"Grade-level reading/language arts, regular exam, scale score, two years later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Reading & Language Arts exam, year 2 after intervention start.","Grade-level reading/lang. arts exam, two years later: Scale score earned by the student (on first valid exam), if regular exam."
"355","readng_scr_p2",1,0,"Grade-level reading, regular exam, scale score, two years later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on grade-level Reading exam, year 2 after intervention start.","Grade-level reading exam, two years later: Scale score earned by the student (on first valid exam), if regular exam."
"356","readng_smhstu_m1",0,1,"Grade-level reading/language arts, smoothed score, one year prior","School/subgroup scores, -1 yr","Reading","float",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Smoothed value of student's scaled score."
"357","readng_smhstu_m1",1,0,"Grade-level reading, smoothed score, one year prior","School/subgroup scores, -1 yr","Reading","float",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Smoothed value of student's scaled score."
"358","readng_smhstu_m2",1,0,"Grade-level reading, smoothed score, two years prior","School/subgroup scores, -2 yr","Reading","float",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Smoothed value of student's scaled score."
"359","readng_smhstu_m2",0,1,"Grade-level reading/language arts, smoothed score, two years prior","School/subgroup scores, -2 yr","Reading","float",NA,NA,0,0,0,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Smoothed value of student's scaled score."
"360","readng_typ_m1",1,0,"Grade-level reading, exam type, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"361","readng_typ_m1",0,1,"Grade-level reading/language arts, exam type, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"362","readng_typ_m2",1,0,"Grade-level reading, exam type, two years prior","","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Type of the exam taken. 1 = Standard grade-level assessment; 2 = High school exit exam; 3 = End-of-course exam."
"363","readng_typ_m2",0,1,"Grade-level reading/language arts, exam type, two years prior","","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Type of the exam taken. 1 = Standard grade-level assessment; 2 = High school exit exam; 3 = End-of-course exam."
"364","readng_typ_p0",1,0,"Grade-level reading, exam type, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Reading exam, academic year of intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level reading exam, current year: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"365","readng_typ_p0",0,1,"Grade-level reading/language arts, exam type, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Reading & Language Arts exam, academic year of intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level reading/lang. arts exam, current year: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"366","readng_typ_p1",0,1,"Grade-level reading/language arts, exam type, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Reading & Language Arts exam, year 1 after intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level reading/lang. arts exam, one year later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"367","readng_typ_p1",1,0,"Grade-level reading, exam type, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Reading exam, year 1 after intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level reading exam, one year later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"368","readng_typ_p2",0,1,"Grade-level reading/language arts, exam type, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Reading & Language Arts exam, year 2 after intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level reading/lang. arts exam, two years later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"369","readng_typ_p2",1,0,"Grade-level reading, exam type, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of grade-level Reading exam, year 2 after intervention start. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","Grade-level reading exam, two years later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"370","readng_ver_m1",1,0,"Grade-level reading, exam version, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, one year prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"371","readng_ver_m1",0,1,"Grade-level reading/language arts, exam version, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, one year prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"372","readng_ver_m2",0,1,"Grade-level reading/language arts, exam version, two years prior","","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading/lang. arts exam, two years prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"373","readng_ver_m2",1,0,"Grade-level reading, exam version, two years prior","","Reading","byte",NA,NA,0,0,1,NA,2,0,"",0,"","Grade-level reading exam, two years prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"374","readng_ver_p0",1,0,"Grade-level reading, exam version, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Reading exam, academic year of intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level reading exam, current year: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"375","readng_ver_p0",0,1,"Grade-level reading/language arts, exam version, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Reading & Language Arts exam, academic year of intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level reading/lang. arts exam, current year: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"376","readng_ver_p1",1,0,"Grade-level reading, exam version, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Reading exam, year 1 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level reading exam, one year later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"377","readng_ver_p1",0,1,"Grade-level reading/language arts, exam version, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Reading & Language Arts exam, year 1 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level reading/lang. arts exam, one year later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"378","readng_ver_p2",0,1,"Grade-level reading/language arts, exam version, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Reading & Language Arts exam, year 2 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level reading/lang. arts exam, two years later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"379","readng_ver_p2",1,0,"Grade-level reading, exam version, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of grade-level Reading exam, year 2 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","Grade-level reading exam, two years later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"380","rfep_2yr",1,1,"Reclassified-fluent English proficient, past two years","Attained Engl. fluency, past 2 yrs","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during either (or both) of the two most recent school years (to the extent data for those years are available)."
"381","rfep_3yr",1,1,"Reclassified-fluent English proficient, past three years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during any of the three most recent school years (to the extent data for those years are available)."
"382","rfep_5yr",1,1,"Reclassified-fluent English proficient, past five years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during any of the five most recent school years (to the extent data for those years are available)."
"383","rfep_elem",1,1,"Reclassified-fluent English proficient, grades K-5","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during grades K-5 (to the extent data for those years are available)."
"384","rfep_ever",1,1,"Reclassified-fluent English proficient, ever","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during any observed school year."
"385","rfep_high",1,1,"Reclassified-fluent English proficient, grades 9-12","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during grades 9-12 (to the extent data for those years are available)."
"386","rfep_midd",1,1,"Reclassified-fluent English proficient, grades 6-8","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during grades 6-8 (to the extent data for those years are available)."
"387","rfep_now",1,1,"Reclassified-fluent English proficient, current year","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient during the most recent school year."
"388","rfep_now_m1",1,1,"Reclassified-fluent English proficient, one year prior","Attained Engl. fluency, prior year","Personal Characteristics","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient, one year prior."
"389","rfep_now_m2",1,1,"Reclassified-fluent English proficient, two years prior","Attained Engl. fluency, -2 years","Personal Characteristics","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was reclassified-fluent English proficient, two years prior."
"390","rfep_now_p0",1,1,"Reclassified-fluent English proficient, current year","Attained Engl. fluency","Personal Characteristics","byte",NA,NA,0,1,1,0,0,0,"",0,"Reclassified-fluent English proficient, academic year of intervention start.","A student who was reclassified-fluent English proficient, current year."
"391","rfep_now_p1",1,1,"Reclassified-fluent English proficient, one year later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Reclassified-fluent English proficient, year 1 after intervention start.","A student who was reclassified-fluent English proficient, one year later."
